r,t,y,DiscountedSalvageValue
REGION,ETSOV2F01X,2057, 2.2456428610033958e+00
REGION,ETSOV2F01X,2058, 2.4725819545593533e+00
REGION,ETSOV2F01X,2059, 2.6688699347172569e+00
REGION,ETSOV2F01X,2060, 2.8378151210003009e+00
REGION,ETSOV2F01X,2061, 1.3655884312077438e+00
REGION,ETSOV2F01X,2062, 3.1052095952187817e+00
REGION,ETSOV2F01X,2063, 3.2086799634786360e+00
REGION,ETSOV2F01X,2064, 3.2949113863039963e+00
REGION,ETSOV2F01X,2065, 3.3658024409125238e+00
REGION,ETSOV2F01X,2066, 3.4230517720461475e+00
REGION,ETSOV2F01X,2067, 3.4681790156755303e+00
REGION,ETSOV2F01X,2068, 3.5025435349012382e+00
REGION,ETSOV2F01X,2069, 3.5273611967812988e+00
REGION,ETSOV2F01X,2070, 3.5437193949023476e+00
REGION,SDNG00ILGX,2057, 6.2710641483731733e-02
REGION,SDNG00ILGX,2058, 2.1720474135377590e-04
REGION,SDNG00ILGX,2059, 3.2326997210224424e-02
REGION,SDNG00ILGX,2060, 1.1274854954183171e-01
REGION,SDCOSCP04N,2044, 4.2390354898529076e-01
REGION,SDCOSCP04N,2045, 1.6262439509735860e+00
REGION,SDCOSCP04N,2046, 1.9633851427436020e+00
REGION,SDCOSCP04N,2048, 2.2038628118915069e+00
REGION,SDCOSCP04N,2049, 2.3099481047758852e+00
REGION,SDCOSCP04N,2050, 2.9136425785529818e+00
REGION,SDCOSCP04N,2051, 5.7056702410754463e+00
REGION,SDCOSCP04N,2052, 0.22973724270573
REGION,SDCOSCP04N,2054, 0.022407956876926
REGION,SDCOSCP04N,2066, 4.4952914367369337e+00
REGION,SDCOSCP04N,2067, 1.8226426119658122e+01
REGION,SDCOSCP04N,2068, 1.8956100570694396e+01
REGION,SDCOSCP04N,2069, 1.5841694610199829e+01
REGION,SDCOSCP04N,2070, 2.1420358340794587e+00
REGION,SDNGCCP02N,2053, 1.4242914505014777e+00
REGION,SDNGCCP02N,2054, 2.1954444827132238e+00
REGION,SDNGCCP02N,2055, 8.3995083862847819e-01
REGION,SDHYDMS03X,2017, 4.3361271739214846e+00
REGION,SDHYDMS03X,2029, 7.6309312770764945e+00
REGION,SDHYDMS03X,2030, 7.7001673807457021e+00
REGION,SDHYDMS03X,2032, 7.0814298136754716e-01
REGION,SDHYDMS03X,2033, 5.4488813576263573e-01
REGION,SDHYDMS02X,2028, 3.6186325674966707e-01
REGION,SDHYDMS02X,2030, 1.9756065576689107e+01
REGION,SDHYDMS02X,2031, 1.4173361715449482e+00
REGION,SDHYDMS02X,2035, 4.0660017100701564e+00
REGION,SDHYDMS01X,2017, 3.1940222486475239e-01
REGION,SDGOCVP02N,2049, 5.2270343101859529e-01
REGION,SDGOCVP02N,2050, 6.6380529689693535e-01
REGION,SDGOCVP02N,2051, 7.9089304752255141e-01
REGION,SDGOCVP02N,2052, 9.0528447380174526e-01
REGION,SDEL00T00X,2016, 2.4972670739399788e-01
REGION,SDEL00T00X,2021, 1.6966686329069575e-01
REGION,SDEL00T00X,2022, 2.1757325215146175e-01
REGION,SDEL00T00X,2023, 2.4128206975252267e-01
REGION,SDEL00T00X,2024, 2.5185231951301934e-01
REGION,SDEL00T00X,2025, 2.7075264502138008e-01
REGION,SDEL00T00X,2026, 3.0307508919510434e-01
REGION,SDEL00T00X,2027, 3.1213888816753532e-01
REGION,SDEL00T00X,2028, 3.3434584475072132e-01
REGION,SDEL00T00X,2029, 3.5788043635336508e-01
REGION,SDEL00T00X,2030, 2.0240990300666306e-01
REGION,SDEL00T00X,2031, 9.6692776642397921e-03
REGION,SDEL00T00X,2044, 3.8143466320794947e-02
REGION,SDEL00T00X,2045, 4.9907651167564238e-01
REGION,SDEL00T00X,2046, 5.4278708056030578e-01
REGION,SDEL00T00X,2047, 5.9208048785069278e-01
REGION,SDEL00T00X,2048, 3.2599227190822277e-01
REGION,SDEL00T00X,2049, 6.5247102016942027e-01
REGION,SDEL00T00X,2050, 7.5771580430854757e-01
REGION,SDEL00T00X,2051, 7.8052783330633224e-01
REGION,SDEL00T00X,2052, 4.0127013798778893e-01
REGION,SDEL00T00X,2053, 3.8466263595536859e-01
REGION,SDEL00T00X,2054, 4.3070604105796706e-01
REGION,SDEL00T00X,2055, 3.0115583207380692e-01
REGION,SDEL00T00X,2056, 4.2668162534602616e-01
REGION,SDEL00T00X,2057, 5.2086898338211818e-01
REGION,SDEL00T00X,2058, 0.579838705029454
REGION,SDEL00T00X,2059, 6.4184529001163260e-01
REGION,SDEL00T00X,2060, 7.0675972502353568e-01
REGION,SDEL00T00X,2061, 4.8099549470393627e-01
REGION,SDEL00T00X,2062, 5.3585877207525379e-01
REGION,SDEL00T00X,2063, 5.9380336937662881e-01
REGION,SDEL00T00X,2064, 6.3750257739693572e-01
REGION,SDEL00T00X,2065, 4.9060192819796894e-01
REGION,SDEL00T00X,2066, 5.3716973670061152e-01
REGION,SDEL00T00X,2067, 5.8721964803585058e-01
REGION,SDEL00T00X,2068, 9.6212962021367154e-01
REGION,SDEL00T00X,2069, 7.4551121273853926e-01
REGION,SDEL00T00X,2070, 8.5733573194537549e-01
REGION,SDEL00TDTX,2016, 1.6262337731455307e+00
REGION,SDEL00TDTX,2021, 1.1048799105634373e+00
REGION,SDEL00TDTX,2022, 1.4168489398323532e+00
REGION,SDEL00TDTX,2023, 1.5712420591637604e+00
REGION,SDEL00TDTX,2024, 1.6400761047958812e+00
REGION,SDEL00TDTX,2025, 1.7631560601405978e+00
REGION,SDEL00TDTX,2026, 1.9736415876927220e+00
REGION,SDEL00TDTX,2027, 2.0326655432477088e+00
REGION,SDEL00TDTX,2028, 2.17727846133696
REGION,SDEL00TDTX,2029, 2.3305370114200388e+00
REGION,SDEL00TDTX,2030, 1.3181043793329776e+00
REGION,SDEL00TDTX,2031, 6.2966865972975627e-02
REGION,SDEL00TDTX,2044, 2.4839234273372154e-01
REGION,SDEL00TDTX,2045, 3.2500135906899428e+00
REGION,SDEL00TDTX,2046, 3.5346592103665291e+00
REGION,SDEL00TDTX,2047, 3.8556605796501433e+00
REGION,SDEL00TDTX,2048, 2.1228795372565745e+00
REGION,SDEL00TDTX,2049, 4.2489270351799755e+00
REGION,SDEL00TDTX,2050, 4.93428683633143
REGION,SDEL00TDTX,2051, 5.0828400191392253e+00
REGION,SDEL00TDTX,2052, 2.6130931259812868e+00
REGION,SDEL00TDTX,2053, 2.5049441627460562e+00
REGION,SDEL00TDTX,2054, 2.8047813397004617e+00
REGION,SDEL00TDTX,2055, 1.9611432801540412e+00
REGION,SDEL00TDTX,2056, 2.7785741240684123e+00
REGION,SDEL00TDTX,2057, 3.3919273605505396e+00
REGION,SDEL00TDTX,2058, 3.7759414191356315e+00
REGION,SDEL00TDTX,2059, 4.1797316981606647e+00
REGION,SDEL00TDTX,2060, 4.6024580559134991e+00
REGION,SDEL00TDTX,2061, 3.1322690174295227e+00
REGION,SDEL00TDTX,2062, 3.4895416858785535e+00
REGION,SDEL00TDTX,2063, 3.8668800785515018e+00
REGION,SDEL00TDTX,2064, 4.1514517156569086e+00
REGION,SDEL00TDTX,2065, 3.1948266387226059e+00
REGION,SDEL00TDTX,2066, 3.4980787593525182e+00
REGION,SDEL00TDTX,2067, 3.8240065244285177e+00
REGION,SDEL00TDTX,2068, 6.2654408062626059e+00
REGION,SDEL00TDTX,2069, 4.8548098672828068e+00
REGION,SDEL00TDTX,2070, 5.5830172637286424e+00
REGION,SDSOU1P03X,2057, 5.2463546085682022e+00
REGION,SDSOU1P03X,2058, 6.5619801915376446e+00
REGION,SDSOU1P03X,2059, 7.0924139963042920e+00
REGION,SDSOU1P03X,2060, 6.6536613497704247e+00
REGION,SDSOU1P03X,2061, 4.5919954328448158e+00
REGION,SDSOU1P03X,2062, 5.3558046809422173e+00
REGION,SDSOU1P03X,2063, 6.5085822073746709e+00
REGION,SDSOU1P03X,2064, 7.3244653178028676e+00
REGION,SDSOU1P03X,2065, 3.7941873174689276e+00
REGION,SDSOU1P03X,2066, 1.2263598494131266e+01
REGION,SDSOU1P03X,2067, 1.2216343277430905e+01
REGION,SDSOU1P03X,2068, 1.2144520260510825e+01
REGION,SDSOU1P03X,2069, 1.2050675248479633e+01
REGION,SDSOU1P03X,2070, 1.1937094212461055e+01
REGION,SDSOV1F01X,2052, 1.7884828772113848e+00
REGION,SDSOV1F01X,2053, 3.7808322397383587e+00
REGION,SDSOV1F01X,2054, 5.3767532673562046e+00
REGION,SDSOV1F01X,2055, 4.5948264994562367e+00
REGION,SDSOV1F01X,2056, 7.91333513934404
REGION,SDSOV1F01X,2057, 8.9293330480245938e+00
REGION,SDSOV1F01X,2058, 9.7999501842749535e+00
REGION,SDSOV1F01X,2059, 1.0540141986407322e+01
REGION,SDSOV1F01X,2060, 1.1163346216118724e+01
REGION,SDSOV1F01X,2061, 1.1681635301029971e+01
REGION,SDSOV1F01X,2062, 1.2105853521363274e+01
REGION,SDSOV1F01X,2063, 1.2445740537340049e+01
REGION,SDSOV1F01X,2064, 1.2710042607030596e+01
REGION,SDSOV1F01X,2065, 1.2906612711867247e+01
REGION,SDSOV1F01X,2066, 1.3042500687454005e+01
REGION,SDSOV1F01X,2067, 1.3124034349407872e+01
REGION,SDSOV1F01X,2068, 1.3156892506615847e+01
REGION,SDSOV1F01X,2069, 1.3146170666461794e+01
REGION,SDSOV1F01X,2070, 1.3096440157340338e+01
REGION,SDSOV2F01X,2052, 5.0553670654403349e-01
REGION,SDSOV2F01X,2053, 9.5063879771484838e-01
REGION,SDSOV2F01X,2054, 1.3417381836058875e+00
REGION,SDSOV2F01X,2055, 1.6845926411599033e+00
REGION,SDSOV2F01X,2056, 1.9843563173183958e+00
REGION,SDSOV2F01X,2057, 2.2456428610033958e+00
REGION,SDSOV2F01X,2058, 2.4725819545593533e+00
REGION,SDSOV2F01X,2059, 2.6688699347172569e+00
REGION,SDSOV2F01X,2060, 2.8378151210003009e+00
REGION,SDSOV2F01X,2061, 2.9823784048891326e+00
REGION,SDSOV2F01X,2062, 3.1052095952187817e+00
REGION,SDSOV2F01X,2063, 3.2086799634786360e+00
REGION,SDSOV2F01X,2064, 3.2949113863039963e+00
REGION,SDSOV2F01X,2065, 3.3658024409125238e+00
REGION,SDSOV2F01X,2066, 3.4230517720461475e+00
REGION,SDSOV2F01X,2067, 3.4681790156755303e+00
REGION,SDSOV2F01X,2068, 3.5025435349012382e+00
REGION,SDSOV2F01X,2069, 3.5273611967812988e+00
REGION,SDSOV2F01X,2070, 3.5437193949023476e+00
REGION,ETELKEBP00,2019, 5.9966954705191009e+00
REGION,SSNGCCP02N,2042, 2.9510098976535146e-02
REGION,SSNGCCP02N,2043, 1.3910526692730059e-02
REGION,SSNGCCP02N,2050, 4.7161367591404862e-01
REGION,SSNGCCP02N,2051, 1.6811700419063984e-02
REGION,SSNGCCP02N,2063, 3.7099656523169072e-02
REGION,SSNGCCP02N,2064, 7.0246228987070622e-03
REGION,SSNGCCP02N,2065, 3.8397206381683350e-03
REGION,SSNGCCP02N,2066, 1.3707760744192460e-01
REGION,SSNGCCP02N,2067, 1.8616872074884822e-01
REGION,SSNGCCP02N,2068, 1.5172444267299862e-01
REGION,SSNGCCP02N,2069, 1.9995589095808924e-01
REGION,SSNGCCP02N,2070, 2.1884304938120527e-01
REGION,SSNGGCP01N,2050, 6.8965541896160415e-02
REGION,SSNGGCP01N,2051, 1.0271784286949031e-02
REGION,SSNGGCP01N,2052, 1.7251230357720235e-02
REGION,SSHFGCP02N,2049, 0.000631745572212862
REGION,SSHFGCP02N,2050, 1.8757296941091250e-03
REGION,SSHFGCP02N,2051, 2.0140691414698283e-03
REGION,SSGOCVP02N,2049, 2.3905485584169242e-01
REGION,SSGOCVP02N,2050, 1.5436024358835440e-01
REGION,SSGOCVP02N,2051, 1.9445526239550506e-01
REGION,SSGOCVP02N,2052, 2.3537789642778406e-01
REGION,SSGOCVP02N,2053, 2.7720772692142542e-01
REGION,SSGOCVP02N,2054, 3.2145148261437390e-01
REGION,SSGOCVP02N,2055, 3.6783293871219758e-01
REGION,SSGOCVP02N,2056, 4.2945078701866080e-01
REGION,SSGOCVP02N,2057, 4.5722800785352274e-01
REGION,SSGOCVP02N,2058, 5.0524449851685016e-01
REGION,SSGOCVP02N,2059, 0.555009163518077
REGION,SSGOCVP02N,2060, 6.0666869343834429e-01
REGION,SSGOCVP02N,2061, 1.2339072625166184e-01
REGION,SSEL00T00X,2015, 3.1582096708682929e-02
REGION,SSEL00T00X,2020, 3.3170510679000592e-01
REGION,SSEL00T00X,2021, 2.3327112516395847e-02
REGION,SSEL00T00X,2022, 2.5048132681131006e-02
REGION,SSEL00T00X,2023, 0.0213438713337383
REGION,SSEL00T00X,2024, 3.5743164465231007e-02
REGION,SSEL00T00X,2025, 3.0875947017891019e-02
REGION,SSEL00T00X,2026, 3.3011051623947039e-02
REGION,SSEL00T00X,2027, 3.5261989741119534e-02
REGION,SSEL00T00X,2028, 3.7631341394656327e-02
REGION,SSEL00T00X,2029, 4.0122967827486880e-02
REGION,SSEL00T00X,2030, 4.2748149952497046e-02
REGION,SSEL00T00X,2031, 4.7321664540434988e-02
REGION,SSEL00T00X,2032, 4.8118326915630741e-02
REGION,SSEL00T00X,2033, 0.0511796937627747
REGION,SSEL00T00X,2034, 5.4426873137888181e-02
REGION,SSEL00T00X,2035, 5.7870335372293039e-02
REGION,SSEL00T00X,2036, 6.1515668670112877e-02
REGION,SSEL00T00X,2037, 6.5371580431863210e-02
REGION,SSEL00T00X,2038, 6.9451393136781531e-02
REGION,SSEL00T00X,2039, 7.3768304965092721e-02
REGION,SSEL00T00X,2040, 7.8337347246812072e-02
REGION,SSEL00T00X,2041, 1.0279417228272072e-01
REGION,SSEL00T00X,2042, 1.1056448189765834e-01
REGION,SSEL00T00X,2043, 2.7350827435829228e-02
REGION,SSEL00TDTX,2015, 2.0566434429278896e-01
REGION,SSEL00TDTX,2020, 2.1600818310388012e+00
REGION,SSEL00TDTX,2021, 1.5190743490471545e-01
REGION,SSEL00TDTX,2022, 1.6311481251994642e-01
REGION,SSEL00TDTX,2023, 1.3899245965250112e-01
REGION,SSEL00TDTX,2024, 2.3276144552714340e-01
REGION,SSEL00TDTX,2025, 2.0106585881321920e-01
REGION,SSEL00TDTX,2026, 2.1496977699989042e-01
REGION,SSEL00TDTX,2027, 2.2962800935799127e-01
REGION,SSEL00TDTX,2028, 2.4505735715331120e-01
REGION,SSEL00TDTX,2029, 2.6128296501138004e-01
REGION,SSEL00TDTX,2030, 2.7837829485504156e-01
REGION,SSEL00TDTX,2031, 3.0065167943407722e-01
REGION,SSEL00TDTX,2032, 3.2028470332532782e-01
REGION,SSEL00TDTX,2033, 3.4111498258352047e-01
REGION,SSEL00TDTX,2034, 3.6323653673204537e-01
REGION,SSEL00TDTX,2035, 3.8672429681520309e-01
REGION,SSEL00TDTX,2036, 4.1162168790078379e-01
REGION,SSEL00TDTX,2037, 4.3799282082647983e-01
REGION,SSEL00TDTX,2038, 4.6593247202816507e-01
REGION,SSEL00TDTX,2039, 4.9553517640577560e-01
REGION,SSEL00TDTX,2040, 5.2690810206744276e-01
REGION,SSEL00TDTX,2041, 6.7644761175154067e-01
REGION,SSEL00TDTX,2042, 0.727580932492118
REGION,SSEL00TDTX,2043, 1.7998492995800069e-01
REGION,SSSOV1F01X,2065, 2.8397610779908051e+00
REGION,SSSOV1F01X,2066, 3.0140361365324186e+00
REGION,SSSOV1F01X,2067, 3.2503057930210475e+00
REGION,SSSOV1F01X,2068, 3.4349794668215736e+00
REGION,SSSOV1F01X,2069, 3.0225591727289767e+00
REGION,SSSOV1F01X,2070, 5.1965633989220827e-01
REGION,SSSOV2F01X,2052, 2.0633450699895478e-01
REGION,SSSOV2F01X,2053, 4.0305848213843420e-01
REGION,SSSOV2F01X,2054, 0.590836940943498
REGION,SSSOV2F01X,2055, 7.7033393532666339e-01
REGION,SSSOV2F01X,2056, 9.4222372050143721e-01
REGION,SSSOV2F01X,2057, 1.1071403583552044e+00
REGION,SSSOV2F01X,2058, 1.2656488506234402e+00
REGION,SSSOV2F01X,2059, 1.4182718848040672e+00
REGION,SSSOV2F01X,2060, 1.5655779097721489e+00
REGION,SSSOV2F01X,2061, 1.1371698954989120e+00
REGION,SSSOV2F01X,2062, 1.2130949584048589e+00
REGION,SSSOV2F01X,2063, 2.2230301370741041e+00
REGION,SSSOV2F01X,2064, 2.7662425752403630e+00
REGION,SSSOV2F01X,2069, 6.3376865608620792e-01
REGION,SSSOV2F01X,2070, 3.5437193949023476e+00
